Price,Close,High,Low,Open,Volume
Ticker,JPM,JPM,JPM,JPM,JPM
Date,,,,,
2020-11-27,106.46434020996094,107.45678709011874,106.3413824266032,107.14939263172442,5983600
2020-11-30,103.5309066772461,106.02520759810469,103.43429602921339,105.39284942941669,14411800
2020-12-01,105.16452026367188,106.78054780630595,105.06790959369764,105.69148329035966,12668900
2020-12-02,107.18456268310547,107.4216937212559,104.75173988445958,105.12939798277253,10811300
2020-12-03,106.48193359375,107.05281301088958,105.70905491714012,107.01768124822115,12904400
2020-12-04,107.44803619384766,108.28240050067915,106.87716346370354,107.5710007164881,13583700
2020-12-07,107.04400634765625,107.29870654901899,105.57729073700962,106.4028702379304,9724300
2020-12-08,107.14940643310547,107.43923840293618,106.06034876850526,106.30626436689587,9592100
2020-12-09,106.31504821777344,108.29116430583096,105.77930065339983,108.17698442118571,13073900
2020-12-10,105.62999725341797,106.07791881118719,105.00642359884017,105.38408163760678,13668400
2020-12-11,105.00643157958984,105.41043679351334,103.96129013295895,104.4619060176792,9981600
2020-12-14,103.89979553222656,106.64000556075463,103.73292136229018,106.56974204702378,12112400
2020-12-15,105.67391204833984,106.18331250244727,104.1808491456916,104.76929103197196,12590200
2020-12-16,105.98130798339844,106.34140349220502,105.26990828151946,105.65635093473666,11169400
2020-12-17,105.10302734375,106.6663536848114,105.02398591559854,106.49948621403692,11618000
2020-12-18,104.58485412597656,105.28746920208326,103.87344773427002,104.63754841399265,28954800
2020-12-21,108.51074981689453,109.78424437132246,106.3501899910522,108.17700142555866,28323600
2020-12-22,106.85956573486328,108.48437083496887,106.80687145399727,108.37019765952688,11788200
2020-12-23,109.84569549560547,111.11918972791383,107.45678987022714,107.83444784336706,14973200
2020-12-24,109.3626480102539,110.26727563118868,108.52829060050199,109.86326379624448,4164900
2020-12-28,110.08283996582031,111.23338325349482,109.59979337390295,110.50441435762045,8072600
2020-12-29,109.79302215576172,110.90842706086667,109.68762687547147,110.83816354067318,8389200
2020-12-30,110.10041046142578,110.53076277207974,109.69640529418157,110.21458364976728,7398000
2020-12-31,111.60226440429688,111.8306174949002,109.62614812576749,109.86327913088384,8580200
2021-01-04,110.54833984375,112.29610305445911,109.591017794198,111.979923909717,16819900
2021-01-05,111.14984130859375,111.72483188220632,109.48679123420952,110.56600285721547,13731200
2021-01-06,116.36898803710938,117.44819977533642,113.12250494371787,114.89170949331846,24909100
2021-01-07,120.19042205810547,122.24269753831909,119.35005598563554,120.03120076976394,21940400
2021-01-08,120.3231430053711,120.6150622544728,118.64239704065592,120.27891036194823,12035100
2021-01-11,122.11890411376953,122.25158857488871,118.63358162399228,119.04934426604656,15937900
2021-01-12,124.03848266601562,125.31230748638666,122.80889049872341,123.34849647129974,18033500
2021-01-13,124.15345001220703,124.54266215547395,122.16310266358323,122.59654744751205,14816800
2021-01-14,124.87884521484375,126.27651332179745,123.84386595482763,124.27732434491719,18565600
